event_name,research_prompt,image_prompt,image_generated,saved_filename
end-permian-mass-extinction,"Search the web for reference artworks, scientific reconstructions, and records of ""End-Permian Mass Extinction"" (251900000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. End-Permian Mass Extinction — Known as the Great Dying, this was the most severe mass extinction, wiping out most marine and land species. A scorched dying landscape of erupting volcanoes and choking ash, skeletal trees and a blood-red sky over a lifeless poisoned sea. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,end-permian-mass-extinction.png
first-mammals,"Search the web for reference artworks, scientific reconstructions, and records of ""First Mammals"" (225000000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. First Mammals — The first small, shrew-like mammals appeared, living alongside the early dinosaurs. A tiny shrew-like furry mammal peering from a burrow at night, eyes bright, dwarfed by a dinosaur footprint pressed in the mud. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,first-mammals.png
plateosaurus,"Search the web for reference artworks, scientific reconstructions, and records of ""Plateosaurus"" (210000000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Plateosaurus — Plateosaurus, one of the earliest large dinosaurs, roamed during the Late Triassic Period. Plateosaurus, a long-necked Triassic dinosaur, rearing on its hind legs to browse high foliage in an arid fern-dotted valley. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,plateosaurus.png
jurassic-period-begins,"Search the web for reference artworks, scientific reconstructions, and records of ""Jurassic Period Begins"" (201400000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Jurassic Period Begins — The Jurassic Period began, an age dominated by enormous dinosaurs and lush vegetation. A lush green valley of towering conifers and tree ferns, long-necked sauropods wading through mist beneath dramatic morning light. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,jurassic-period-begins.png
brachiosaurus,"Search the web for reference artworks, scientific reconstructions, and records of ""Brachiosaurus"" (150000000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Brachiosaurus — Brachiosaurus, a giant long-necked sauropod, was among the largest land animals of the Jurassic Period. A towering Brachiosaurus stretching its immense neck skyward to feed from treetops, dwarfing the conifer forest under a vast Jurassic sky. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,brachiosaurus.png
first-birds-archaeopteryx,"Search the web for reference artworks, scientific reconstructions, and records of ""First Birds (Archaeopteryx)"" (150000000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. First Birds (Archaeopteryx) — Archaeopteryx, a feathered dinosaur often called the first bird, lived during the Jurassic Period. Archaeopteryx, a crow-sized feathered dinosaur, gliding between Jurassic conifers with clawed wings spread and a long bony tail trailing. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,first-birds-archaeopteryx.png
stegosaurus,"Search the web for reference artworks, scientific reconstructions, and records of ""Stegosaurus"" (150000000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Stegosaurus — Stegosaurus, a plant-eating dinosaur famous for the bony plates along its back, lived in the Jurassic. Stegosaurus standing in a fern meadow, the double row of broad bony plates along its arched back catching warm Jurassic sunlight. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,stegosaurus.png
cretaceous-period-begins,"Search the web for reference artworks, scientific reconstructions, and records of ""Cretaceous Period Begins"" (143100000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Cretaceous Period Begins — The Cretaceous Period began, notable for the appearance and spread of the first flowering plants. A lush Cretaceous landscape where the first magnolia-like flowers bloom among ferns, a small dinosaur passing beneath flowering branches. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,cretaceous-period-begins.png
velociraptor,"Search the web for reference artworks, scientific reconstructions, and records of ""Velociraptor"" (75000000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Velociraptor — Velociraptor, a small feathered predatory dinosaur, hunted during the Late Cretaceous Period. A feathered Velociraptor crouched mid-stride on Cretaceous sand, sickle-clawed foot raised, sharp-eyed and poised to pounce. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,velociraptor.png
triceratops,"Search the web for reference artworks, scientific reconstructions, and records of ""Triceratops"" (68000000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Triceratops — Triceratops, a large herbivore with three facial horns and a bony frill, lived in the Late Cretaceous. Triceratops standing broadside, its three horns and broad bony neck frill prominent, head lowered amid Cretaceous ferns and cycads. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,triceratops.png
tyrannosaurus-rex,"Search the web for reference artworks, scientific reconstructions, and records of ""Tyrannosaurus rex"" (68000000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Tyrannosaurus rex — Tyrannosaurus rex, one of the largest land predators ever, ruled North America in the Late Cretaceous. A massive T. rex lunging through misty Cretaceous forest, jaws open, muscular form filling the frame. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,tyrannosaurus-rex.png
paleocene-epoch-begins,"Search the web for reference artworks, scientific reconstructions, and records of ""Paleocene Epoch Begins"" (66000000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Paleocene Epoch Begins — The Paleocene Epoch began as mammals rapidly diversified to fill niches left by the extinct dinosaurs. A regrowing forest of broad-leaved trees after catastrophe, small furry mammals scurrying through ferns where giant reptiles once roamed. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,paleocene-epoch-begins.png
eocene-epoch-begins,"Search the web for reference artworks, scientific reconstructions, and records of ""Eocene Epoch Begins"" (56000000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Eocene Epoch Begins — The Eocene Epoch began, marked by the emergence of many of the first modern mammal groups. A steamy tropical Eocene jungle, an early small horse and a whale-like creature near a warm lagoon under a dense green canopy. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,eocene-epoch-begins.png
oligocene-epoch-begins,"Search the web for reference artworks, scientific reconstructions, and records of ""Oligocene Epoch Begins"" (33900000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Oligocene Epoch Begins — The Oligocene Epoch began, a time when open grasslands spread widely across the continents. Rolling open grasslands stretching to distant hills, early grazing mammals dotting the golden plains under a wide cooling sky. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,oligocene-epoch-begins.png
miocene-epoch-begins,"Search the web for reference artworks, scientific reconstructions, and records of ""Miocene Epoch Begins"" (23030000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Miocene Epoch Begins — The Miocene Epoch began, an interval during which apes diversified across Africa and Eurasia. A sunlit African woodland savanna, an early ape clambering among acacia branches while grazing herds spread across the grassy plain. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,miocene-epoch-begins.png
pliocene-epoch-begins,"Search the web for reference artworks, scientific reconstructions, and records of ""Pliocene Epoch Begins"" (5333000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Pliocene Epoch Begins — The Pliocene Epoch began, the time when the earliest human ancestors known as hominins appeared. A dry African savanna at dusk, an upright hominin silhouette crossing grassland past scattered acacias under a deep orange sky. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,pliocene-epoch-begins.png
first-hominins-australopithecus,"Search the web for reference artworks, scientific reconstructions, and records of ""First Hominins"" (4000000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. First Hominins — Australopithecus, among the first hominins, walked upright on two legs as a key human ancestor. An Australopithecus walking upright across a savanna, hairy and small, casting a long shadow over volcanic-ash footprints in the dust. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,first-hominins-australopithecus.png
pleistocene-epoch-ice-age-begins,"Search the web for reference artworks, scientific reconstructions, and records of ""Pleistocene (Ice Age) Begins"" (2580000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Pleistocene (Ice Age) Begins — The Pleistocene Epoch began, ushering in the Ice Age and the appearance of the genus Homo. A frozen tundra at the edge of a vast glacier, a woolly mammoth trudging through snow beneath a stark gray Ice Age sky. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,pleistocene-epoch-ice-age-begins.png
homo-habilis,"Search the web for reference artworks, scientific reconstructions, and records of ""Homo habilis"" (2300000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Homo habilis — Homo habilis, nicknamed the handy man, was an early human species known for making and using tools. Homo habilis crouched on the ground, a stone tool gripped in one hand, brow furrowed, surrounded by scattered bone and flaked rock. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,homo-habilis.png
neanderthals-appear,"Search the web for reference artworks, scientific reconstructions, and records of ""Neanderthals Appear"" (400000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Neanderthals Appear — Neanderthals, close relatives of modern humans, emerged and lived across Europe and western Asia. A stocky Neanderthal in furs gripping a wooden spear on a snowy European plain, breath fogging beneath a heavy brow and rugged face. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,neanderthals-appear.png
last-glacial-maximum,"Search the web for reference artworks, scientific reconstructions, and records of ""Last Glacial Maximum"" (21000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Last Glacial Maximum — The Last Glacial Maximum marked the peak of the most recent Ice Age, when ice sheets reached their largest extent. A towering wall of blue-white ice sheet meeting a frozen plain, mammoths small beneath it under a hard pale glacial sun. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,last-glacial-maximum.png
humans-reach-the-americas,"Search the web for reference artworks, scientific reconstructions, and records of ""Humans Reach the Americas"" (15000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Humans Reach the Americas — The first people crossed into the Americas, settling continents previously without humans. Fur-clad hunters crossing a windswept tundra land bridge, spears in hand, following mammoth tracks toward a frozen new continent. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,humans-reach-the-americas.png
holocene-epoch-begins,"Search the web for reference artworks, scientific reconstructions, and records of ""Holocene Epoch Begins"" (11700 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Holocene Epoch Begins — The Holocene Epoch began as the last Ice Age ended, ushering in the warm modern climate era. A thawing landscape of melting glaciers giving way to green meadows and a clear river, deer grazing under a bright warming sky. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,holocene-epoch-begins.png
woolly-mammoth-extinction,"Search the web for reference artworks, scientific reconstructions, and records of ""Woolly Mammoth Extinction"" (4000 BCE). Study the landscape, organisms, climate, and natural environment of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Woolly Mammoth Extinction — The last woolly mammoths, surviving on isolated islands, finally died out, ending the species. A lone aging woolly mammoth standing on a windswept rocky island shore, tusks weathered, the last of its kind against a cold gray sea. warm ochres, earth browns, firelight oranges painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,woolly-mammoth-extinction.png
birth-hatshepsut,"Search the web for reference portraits, artworks, and historical records of ""Birth of Hatshepsut"" (1507 BCE). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Hatshepsut — One of Egypt's few female pharaohs, who reigned prosperously and built grand monuments. A female pharaoh in royal regalia wearing a ceremonial false beard and double crown, seated on a throne before a colonnaded temple. warm golds, burnt sienna, lapis lazuli blues painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-hatshepsut.png
birth-akhenaten,"Search the web for reference portraits, artworks, and historical records of ""Birth of Akhenaten"" (1380 BCE). Study the figure's appearance, dress, surroundings, and the materials and technology of this period.","A dramatic oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Birth of Akhenaten — The Egyptian pharaoh who upended tradition by imposing worship of the sun disk Aten. An elongated-featured pharaoh in pleated linen and blue crown, arms lifted toward a radiant sun disk whose rays end in tiny hands. warm golds, burnt sienna, lapis lazuli blues painting aesthetic. No text, no dates, no numbers, no labels, no borders, no watermarks.",x,birth-akhenaten.png
